Timestamp,BuyOrderID,SellOrderID,Symbol,Price,Quantity
88035480601911,216,292,GOOGL,106.80,40
88035480602365,140,292,GOOGL,106.80,20
88035480604775,140,295,GOOGL,105.92,90
88035480606930,140,298,GOOGL,105.79,30
88035480607478,200,298,GOOGL,105.79,90
88035480609769,200,301,GOOGL,105.98,50
88035480612142,176,304,GOOGL,105.85,80
88035480614177,176,307,GOOGL,106.63,20
88035480614992,182,307,GOOGL,106.63,60
88035480615423,218,307,GOOGL,106.63,30
88035480618547,218,310,GOOGL,107.59,90
88035480618982,177,310,GOOGL,107.59,50
88035480625197,311,313,GOOGL,107.84,50
88035480626603,314,313,GOOGL,107.84,20
88035480629162,317,316,GOOGL,109.01,100
88035480631400,320,319,GOOGL,109.76,130
88035480632850,320,322,GOOGL,109.49,10
88035480633212,321,322,GOOGL,109.49,50
88035480635713,323,325,GOOGL,109.23,70
88035480636152,317,325,GOOGL,109.23,10
88035480636683,318,325,GOOGL,109.23,10
88035480639164,318,328,GOOGL,108.76,110
88035480639476,324,328,GOOGL,108.76,10
88035480641809,324,331,GOOGL,108.44,50
88035480644058,324,334,GOOGL,108.59,20
88035480644363,329,334,GOOGL,108.59,60
88035480650247,329,337,GOOGL,108.44,70
88035480650689,333,337,GOOGL,108.44,40
88035480653595,333,340,GOOGL,108.94,30
88035480655593,342,340,GOOGL,108.94,60
88035480657363,344,340,GOOGL,108.94,50
88035480657758,344,343,GOOGL,109.55,30
88035480659031,345,343,GOOGL,109.55,40
88035480660377,345,346,GOOGL,109.49,50
88035480661746,347,346,GOOGL,109.49,50
88035480666783,353,349,GOOGL,110.10,70
88035480667685,354,349,GOOGL,110.10,60
88035480667996,354,352,GOOGL,110.29,20
88035480673846,356,352,GOOGL,110.29,40
88035480674237,356,355,GOOGL,111.11,60
88035480675332,357,355,GOOGL,111.11,30
88035480675683,357,22,GOOGL,111.24,60
88035480678183,360,358,GOOGL,111.86,120
88035480679414,360,361,GOOGL,111.82,20
88035480680997,363,361,GOOGL,111.82,30
88035480683783,363,367,GOOGL,111.02,40
88035480684181,365,367,GOOGL,111.02,70
88035480686826,365,370,GOOGL,110.96,20
88035480687229,359,370,GOOGL,110.96,120
88035480689744,359,373,GOOGL,111.51,10
88035480690059,357,373,GOOGL,111.51,20
88035480692272,375,373,GOOGL,111.51,40
88035480694218,377,376,GOOGL,111.92,100
88035480698014,378,364,GOOGL,112.15,80
88035480699529,380,379,GOOGL,112.75,130
88035480701935,383,382,GOOGL,113.53,60
88035480705397,386,388,GOOGL,113.77,100
88035480705877,384,388,GOOGL,113.77,20
88035480708700,384,391,GOOGL,113.92,50
88035480711817,384,394,GOOGL,113.75,10
88035480712183,393,394,GOOGL,113.75,70
88035480718821,387,397,GOOGL,113.60,110
88035480751804,389,400,GOOGL,113.15,130
88035480752226,392,400,GOOGL,113.15,10
88035480755176,392,403,GOOGL,113.45,50
88035480755767,396,403,GOOGL,113.45,20
88035480759645,408,406,GOOGL,114.21,100
88035480760036,408,385,GOOGL,114.56,20
88035480762474,410,385,GOOGL,114.56,70
88035480762744,410,409,GOOGL,114.98,70
88035480765894,414,412,GOOGL,114.84,60
88035480766309,414,409,GOOGL,114.98,20
88035480768621,416,409,GOOGL,114.98,40
88035480769073,416,415,GOOGL,115.17,60
88035480770336,417,415,GOOGL,115.17,30
88035480772341,419,418,GOOGL,116.17,120
88035480779556,420,421,GOOGL,116.59,50
88035480782713,420,424,GOOGL,116.36,80
88035480785053,420,427,GOOGL,116.70,10
88035480787559,419,430,GOOGL,116.21,10
88035480788028,426,430,GOOGL,116.21,100
88035480788424,423,430,GOOGL,116.21,30
88035480791018,431,433,GOOGL,115.77,50
88035480791415,423,433,GOOGL,115.77,20
88035480794276,423,436,GOOGL,115.60,20
88035480794616,428,436,GOOGL,115.60,80
88035480800347,428,439,GOOGL,115.35,40
88035480800973,432,439,GOOGL,115.35,60
88035480801558,425,439,GOOGL,115.35,30
88035480805168,425,442,GOOGL,115.65,60
88035480809710,447,445,GOOGL,116.57,90
88035480809984,447,427,GOOGL,116.70,20
88035480815032,453,454,GOOGL,116.13,70
88035480815557,449,454,GOOGL,116.13,10
88035480862575,456,451,GOOGL,116.59,50
88035480864049,456,457,GOOGL,116.25,50
88035480864498,449,457,GOOGL,116.25,60
88035480871677,449,460,GOOGL,116.43,60
88035480872178,446,460,GOOGL,116.43,80
88035480875680,464,427,GOOGL,116.70,80
88035480876650,465,463,GOOGL,116.88,70
88035480876978,465,448,GOOGL,116.89,20
88035480879066,467,448,GOOGL,116.89,100
88035480881722,470,469,GOOGL,117.53,130
88035480882020,470,466,GOOGL,117.57,10
88035480883895,471,472,GOOGL,117.12,50
88035480884231,467,472,GOOGL,117.12,10
88035480887134,468,475,GOOGL,116.27,90
88035480889527,468,478,GOOGL,116.95,30
88035480890758,479,478,GOOGL,116.95,90
88035480977445,483,484,GOOGL,117.04,70
88035480978044,479,484,GOOGL,117.04,10
88035480979615,485,481,GOOGL,117.26,50
88035480981430,485,487,GOOGL,116.63,40
88035480981720,479,487,GOOGL,116.63,30
88035480982137,482,487,GOOGL,116.63,40
88035480984863,482,490,GOOGL,115.95,20
88035480985149,486,490,GOOGL,115.95,100
88035480985486,480,490,GOOGL,115.95,20
88035480987705,480,493,GOOGL,115.66,70
88035480989956,480,496,GOOGL,116.19,50
88035480990388,473,496,GOOGL,116.19,50
88035480992741,473,499,GOOGL,116.03,20
88035480993025,474,499,GOOGL,116.03,80
88035480993592,462,499,GOOGL,116.03,30
88035480996357,503,502,GOOGL,116.63,60
88035480998305,506,505,GOOGL,117.05,90
88035480999786,507,508,GOOGL,116.95,110
88035481000053,506,508,GOOGL,116.95,10
88035481002162,509,511,GOOGL,116.82,50
88035481009799,516,514,GOOGL,117.45,80
88035481010096,516,466,GOOGL,117.57,20
88035481011862,518,466,GOOGL,117.57,70
88035481012214,518,517,GOOGL,117.81,50
88035481013352,519,517,GOOGL,117.81,60
88035481014934,521,520,GOOGL,118.60,50
88035481015672,522,520,GOOGL,118.60,60
88035481016843,524,520,GOOGL,118.60,30
88035481017099,524,523,GOOGL,119.06,50
88035481018077,525,523,GOOGL,119.06,20
88035481019450,527,526,GOOGL,119.50,100
88035481020978,527,529,GOOGL,119.07,10
88035481021252,528,529,GOOGL,119.07,120
88035481023350,530,532,GOOGL,118.76,60
88035481025638,536,535,GOOGL,119.38,90
88035481026933,537,538,GOOGL,119.37,110
88035481027162,536,538,GOOGL,119.37,10
88035481029674,542,541,GOOGL,119.64,50
88035481031166,542,544,GOOGL,119.57,10
88035481031975,545,544,GOOGL,119.57,70
88035481033715,548,547,GOOGL,120.19,110
88035481037017,554,550,GOOGL,120.64,80
88035481037771,555,550,GOOGL,120.64,60
88035481037996,555,553,GOOGL,120.64,30
88035481039434,557,553,GOOGL,120.64,40
88035481040841,557,559,GOOGL,120.85,70
88035481041635,560,559,GOOGL,120.85,60
88035481042380,561,556,GOOGL,121.41,50
88035481044183,564,556,GOOGL,121.41,50
88035481044386,564,562,GOOGL,121.44,30
88035481045251,563,565,GOOGL,120.97,70
88035481045544,560,565,GOOGL,120.97,20
88035481047062,567,562,GOOGL,121.44,30
88035481047819,567,568,GOOGL,121.47,80
88035481050215,572,571,GOOGL,121.36,50
88035481050440,572,568,GOOGL,121.47,10
88035481051933,569,574,GOOGL,120.88,80
88035481053737,576,577,GOOGL,121.18,100
88035481053985,569,577,GOOGL,121.18,10
88035481055427,579,568,GOOGL,121.47,30
88035481056165,579,580,GOOGL,121.08,100
88035481056379,578,580,GOOGL,121.08,40
88035481058988,584,583,GOOGL,121.52,70
88035481060232,584,586,GOOGL,121.58,10
88035481062083,587,589,GOOGL,121.44,110
88035481062868,590,589,GOOGL,121.44,20
88035481063071,590,586,GOOGL,121.58,90
88035481064739,590,592,GOOGL,121.30,30
88035481065022,585,592,GOOGL,121.30,30
88035481069137,599,595,GOOGL,122.35,90
88035481070577,599,601,GOOGL,122.36,40
88035481071759,603,601,GOOGL,122.36,10
88035481072003,603,598,GOOGL,122.56,60
88035481074584,605,607,GOOGL,121.93,90
88035481074820,602,607,GOOGL,121.93,20
88035481077290,611,604,GOOGL,122.56,50
88035481078077,612,604,GOOGL,122.56,30
88035481078373,612,598,GOOGL,122.56,30
88035481079731,614,598,GOOGL,122.56,30
88035481079993,614,610,GOOGL,122.67,50
88035481081003,615,610,GOOGL,122.67,90
88035481082275,617,613,GOOGL,123.23,70
88035481082589,617,616,GOOGL,123.79,40
88035481083615,618,616,GOOGL,123.79,60
88035481084558,618,619,GOOGL,123.88,60
88035481085439,620,619,GOOGL,123.88,70
88035481087256,623,622,GOOGL,124.64,60
88035481088601,623,625,GOOGL,124.58,10
88035481088875,624,625,GOOGL,124.58,80
88035481092429,627,631,GOOGL,124.94,50
88035481094202,627,634,GOOGL,124.65,60
88035481094439,626,634,GOOGL,124.65,20
88035481096368,626,637,GOOGL,124.37,80
88035481096590,635,637,GOOGL,124.37,30
88035481098655,635,640,GOOGL,124.93,60
88035481099494,641,640,GOOGL,124.93,50
88035481100245,642,640,GOOGL,124.93,30
88035481100486,642,628,GOOGL,125.23,30
88035481101843,644,628,GOOGL,125.23,80
88035481102576,645,628,GOOGL,125.23,10
88035481102825,645,643,GOOGL,125.46,70
88035481103738,645,646,GOOGL,125.54,10
88035481104528,647,646,GOOGL,125.54,90
88035481105803,648,649,GOOGL,125.75,120
88035481107660,647,652,GOOGL,125.16,20
88035481107938,651,652,GOOGL,125.16,40
88035481109961,651,655,GOOGL,124.97,10
88035481110224,650,655,GOOGL,124.97,80
88035481112247,650,658,GOOGL,125.08,60
88035481112519,656,658,GOOGL,125.08,60
88035481114503,656,661,GOOGL,124.86,40
88035481114768,660,661,GOOGL,124.86,10
88035481116749,662,664,GOOGL,124.91,60
88035481117049,663,664,GOOGL,124.91,20
88035481119428,668,667,GOOGL,125.67,110
88035481119712,668,649,GOOGL,125.75,10
88035481122967,669,673,GOOGL,125.48,70
88035481123728,674,670,GOOGL,125.63,80
88035481124970,675,676,GOOGL,125.09,90
88035481125191,669,676,GOOGL,125.09,10
88035481127319,669,679,GOOGL,125.31,50
88035481127540,677,679,GOOGL,125.31,80
88035481128491,680,670,GOOGL,125.63,60
88035481129813,681,682,GOOGL,125.84,50
88035481131557,680,685,GOOGL,125.47,80
88035481131829,683,685,GOOGL,125.47,10
88035481133875,687,688,GOOGL,125.45,110
88035481134142,683,688,GOOGL,125.45,10
88035481136164,683,691,GOOGL,124.80,50
88035481138116,677,694,GOOGL,123.68,30
88035481138379,666,694,GOOGL,123.68,50
88035481140362,666,697,GOOGL,123.47,50
88035481140638,686,697,GOOGL,123.47,60
88035481142766,686,700,GOOGL,122.77,40
88035481143016,665,700,GOOGL,122.77,90
88035481143413,671,700,GOOGL,122.77,10
88035481145691,671,703,GOOGL,122.75,40
88035481145993,678,703,GOOGL,122.75,30
88035481148438,678,706,GOOGL,123.35,90
88035481148916,663,706,GOOGL,123.35,10
88035481152002,663,709,GOOGL,123.28,40
88035481152406,672,709,GOOGL,123.28,60
88035481152817,660,709,GOOGL,123.28,30
88035481155922,660,712,GOOGL,123.21,60
88035481158430,660,715,GOOGL,123.61,40
88035481158897,684,715,GOOGL,123.61,50
88035481161878,684,718,GOOGL,122.59,30
88035481162220,689,718,GOOGL,122.59,90
88035481165122,689,721,GOOGL,122.45,40
88035481165527,653,721,GOOGL,122.45,10
88035481168125,653,724,GOOGL,122.28,60
88035481168416,654,724,GOOGL,122.28,20
88035481170794,654,727,GOOGL,121.27,60
88035481171144,657,727,GOOGL,121.27,50
88035481176903,657,730,GOOGL,121.55,60
88035481177443,659,730,GOOGL,121.55,80
88035481180613,659,733,GOOGL,120.98,50
88035481181002,629,733,GOOGL,120.98,20
88035481184267,629,736,GOOGL,122.21,100
88035481187107,629,739,GOOGL,122.21,10
88035481187488,690,739,GOOGL,122.21,120
88035481190570,690,742,GOOGL,122.71,20
88035481191072,630,742,GOOGL,122.71,40
88035481194115,630,745,GOOGL,123.03,90
88035481197170,630,748,GOOGL,123.31,10
88035481197632,639,748,GOOGL,123.31,110
88035481200594,639,751,GOOGL,123.86,20
88035481201015,632,751,GOOGL,123.86,30
88035481204174,632,754,GOOGL,123.18,30
88035481204550,636,754,GOOGL,123.18,50
88035481207374,636,757,GOOGL,122.77,50
88035481207814,638,757,GOOGL,122.77,60
88035481210347,638,760,GOOGL,123.62,60
88035481210631,620,760,GOOGL,123.62,70
88035481211064,692,760,GOOGL,123.62,10
88035481213031,692,763,GOOGL,123.48,50
88035481213323,621,763,GOOGL,123.48,20
88035481215475,621,766,GOOGL,123.45,30
88035481215741,633,766,GOOGL,123.45,70
88035481217883,693,769,GOOGL,123.73,70
88035481218667,770,769,GOOGL,123.73,60
88035481221589,771,775,GOOGL,123.60,50
88035481221817,770,775,GOOGL,123.60,40
88035481223232,777,772,GOOGL,124.32,60
88035481267788,783,778,GOOGL,124.43,70
88035481269899,785,778,GOOGL,124.43,50
88035481270440,785,781,GOOGL,124.53,40
88035481272611,786,787,GOOGL,124.32,100
88035481273045,777,787,GOOGL,124.32,10
88035481276309,788,790,GOOGL,123.88,120
88035481276692,777,790,GOOGL,123.88,20
88035481318401,777,793,GOOGL,123.61,20
88035481319343,779,793,GOOGL,123.61,50
88035481322403,779,796,GOOGL,123.03,80
88035481322745,782,796,GOOGL,123.03,20
88035481368424,782,799,GOOGL,123.25,40
88035481368870,789,799,GOOGL,123.25,90
88035481371198,789,802,GOOGL,123.43,40
88035481371586,780,802,GOOGL,123.43,20
88035481373716,780,805,GOOGL,123.84,90
88035481375659,780,808,GOOGL,123.46,30
88035481375996,776,808,GOOGL,123.46,90
88035481378145,776,811,GOOGL,123.37,10
88035481378460,770,811,GOOGL,123.37,40
88035481380712,773,814,GOOGL,122.54,70
88035481380987,807,814,GOOGL,122.54,10
88035481383067,807,817,GOOGL,122.33,100
88035481383370,792,817,GOOGL,122.33,10
88035481385512,792,820,GOOGL,122.49,50
88035481385892,774,820,GOOGL,122.49,80
88035481386321,806,820,GOOGL,122.49,10
88035481391018,806,823,GOOGL,122.35,70
88035481392911,806,826,GOOGL,121.63,20
88035481393318,750,826,GOOGL,121.63,80
88035481395350,750,829,GOOGL,121.24,60
88035481395776,752,829,GOOGL,121.24,60
88035481396238,791,829,GOOGL,121.24,10
88035481398611,791,832,GOOGL,121.25,40
88035481398907,801,832,GOOGL,121.25,20
88035481400923,801,835,GOOGL,121.34,30
88035481401233,794,835,GOOGL,121.34,60
88035481403255,794,838,GOOGL,121.05,20
88035481403540,749,838,GOOGL,121.05,100
88035481405613,749,841,GOOGL,121.06,30
88035481405865,747,841,GOOGL,121.06,20
88035481407787,747,844,GOOGL,121.94,80
88035481409605,747,847,GOOGL,122.35,10
88035481409850,800,847,GOOGL,122.35,100
88035481411962,800,850,GOOGL,121.87,40
88035481412321,768,850,GOOGL,121.87,100
88035481414280,768,853,GOOGL,121.26,20
88035481414604,753,853,GOOGL,121.26,50
88035481416546,753,856,GOOGL,120.97,20
88035481416878,767,856,GOOGL,120.97,80
88035481418957,767,859,GOOGL,120.48,30
88035481419288,804,859,GOOGL,120.48,80
88035481419611,696,859,GOOGL,120.48,20
88035481421686,696,862,GOOGL,120.41,60
88035481423475,696,865,GOOGL,119.65,20
88035481423811,761,865,GOOGL,119.65,50
88035481424141,762,865,GOOGL,119.65,20
88035481426200,762,868,GOOGL,120.28,40
88035481426494,798,868,GOOGL,120.28,80
88035481428577,798,871,GOOGL,119.77,40
88035481428826,812,871,GOOGL,119.77,10
88035481430858,812,874,GOOGL,119.45,50
88035481431120,795,874,GOOGL,119.45,30
88035481433131,795,877,GOOGL,120.07,60
88035481433436,746,877,GOOGL,120.07,50
88035481435559,746,880,GOOGL,119.77,50
88035481435823,759,880,GOOGL,119.77,90
88035481437883,759,883,GOOGL,120.12,40
88035481438234,797,883,GOOGL,120.12,30
88035481440258,797,886,GOOGL,120.12,80
88035481440501,695,886,GOOGL,120.12,20
88035481442446,695,889,GOOGL,120.63,70
88035481442784,758,889,GOOGL,120.63,60
88035481444750,758,892,GOOGL,120.84,60
88035481446774,764,895,GOOGL,119.99,80
88035481447152,711,895,GOOGL,119.99,10
88035481449148,711,898,GOOGL,119.80,40
88035481449551,744,898,GOOGL,119.80,80
88035481451642,714,901,GOOGL,119.13,50
88035481453560,714,904,GOOGL,119.40,30
88035481453819,716,904,GOOGL,119.40,50
88035481455798,716,907,GOOGL,119.77,50
88035481456111,698,907,GOOGL,119.77,60
88035481458056,698,910,GOOGL,120.50,60
88035481458346,708,910,GOOGL,120.50,80
88035481460264,708,913,GOOGL,120.56,40
88035481460571,743,913,GOOGL,120.56,30
88035481462572,743,916,GOOGL,120.90,40
88035481462907,756,916,GOOGL,120.90,60
88035481464883,756,919,GOOGL,120.47,40
88035481465140,810,919,GOOGL,120.47,90
88035481467077,810,922,GOOGL,120.74,50
88035481467371,710,922,GOOGL,120.74,10
88035481469379,710,925,GOOGL,120.36,90
88035481471145,710,928,GOOGL,120.24,40
88035481471398,803,928,GOOGL,120.24,70
88035481471777,809,928,GOOGL,120.24,10
88035481473947,809,931,GOOGL,119.92,50
88035481475750,809,934,GOOGL,119.54,70
88035481476123,705,934,GOOGL,119.54,10
88035481478037,705,937,GOOGL,119.54,80
88035481478409,765,937,GOOGL,119.54,30
88035481480268,765,940,GOOGL,120.19,60
88035481480550,704,940,GOOGL,120.19,80
88035481482467,699,943,GOOGL,120.07,70
88035481484397,699,946,GOOGL,119.12,60
88035481484624,815,946,GOOGL,119.12,40
88035481486595,815,949,GOOGL,118.99,50
88035481486890,707,949,GOOGL,118.99,80
88035481488843,707,952,GOOGL,119.11,30
88035481489188,719,952,GOOGL,119.11,30
88035481491186,719,955,GOOGL,118.70,90
88035481493001,719,958,GOOGL,119.12,10
88035481493273,813,958,GOOGL,119.12,70
88035481493661,755,958,GOOGL,119.12,40
88035481495809,755,961,GOOGL,119.17,50
88035481497820,702,964,GOOGL,118.32,60
88035481498225,713,964,GOOGL,118.32,20
88035481500057,713,967,GOOGL,117.86,50
88035481500322,720,967,GOOGL,117.86,60
88035481502287,720,970,GOOGL,117.73,80
88035481502570,717,970,GOOGL,117.73,60
88035481504561,717,973,GOOGL,117.62,50
88035481504905,821,973,GOOGL,117.62,20
88035481506814,821,976,GOOGL,117.66,30
88035481507061,818,976,GOOGL,117.66,70
88035481509075,818,979,GOOGL,117.15,50
88035481509360,819,979,GOOGL,117.15,80
88035481511304,819,982,GOOGL,116.77,50
88035481511561,816,982,GOOGL,116.77,10
88035481513446,816,985,GOOGL,117.43,90
88035481515441,741,988,GOOGL,117.36,50
88035481515695,723,988,GOOGL,117.36,70
88035481517745,737,991,GOOGL,117.22,50
88035481519631,737,994,GOOGL,117.45,60
88035481519912,822,994,GOOGL,117.45,20
88035481521824,822,997,GOOGL,117.01,40
88035481522070,740,997,GOOGL,117.01,70
88035481523971,740,1000,GOOGL,117.10,70
88035481524217,701,1000,GOOGL,117.10,50
88035481524639,849,1000,GOOGL,117.10,20
88035481526676,849,1003,GOOGL,117.27,70
88035481528465,849,1006,GOOGL,117.69,40
88035481528733,738,1006,GOOGL,117.69,60
88035481530784,738,1009,GOOGL,117.61,60
88035481531082,609,1009,GOOGL,117.61,70
88035481533066,609,1012,GOOGL,116.99,60
88035481534949,602,1015,GOOGL,117.05,40
88035481535257,722,1015,GOOGL,117.05,50
88035481537316,722,1018,GOOGL,116.70,10
88035481537650,597,1018,GOOGL,116.70,110
88035481539630,846,1021,GOOGL,117.73,50
88035481541459,846,1024,GOOGL,118.73,50
88035481541730,594,1024,GOOGL,118.73,30
88035481548059,594,1027,GOOGL,119.37,50
